"respondent_id","block","profile","price_all","washes_all","donations_all","emissions_all","choice","buy"
24,2,"15","€35","32 washes","no donations","37 ktons",0,NA
24,3,"8","€100","57 washes","2% donated","72.6 ktons",1,"Yes"
24,3,"7","€165","32 washes","no donations","carbon neutral",0,NA
24,3,"9","€35","7 washes","4.75% donated","37 ktons",0,NA
24,4,"23","€100","57 washes","2% donated","37 ktons",1,"Yes"
24,4,"22","€165","7 washes","4.75% donated","carbon neutral",0,NA
24,4,"24","€35","32 washes","no donations","72.6 ktons",0,NA
24,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
24,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
24,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"Yes"
24,6,"18","€100","7 washes","no donations","carbon neutral",0,NA
24,6,"20","€165","32 washes","2% donated","37 ktons",0,NA
24,6,"13","€35","7 washes","4.75% donated","72.6 ktons",1,"No"
24,7,"1","€100","57 washes","no donations","72.6 ktons",0,NA
24,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
24,7,"2","€35","32 washes","2% donated","carbon neutral",1,"Yes"
24,8,"19","€100","57 washes","4.75% donated","72.6 ktons",0,NA
24,8,"16","€35","32 washes","2% donated","72.6 ktons",1,"Yes"
24,8,"21","€35","7 washes","no donations","carbon neutral",0,NA
24,9,"29","€100","32 washes","4.75% donated","carbon neutral",0,NA
24,9,"6","€35","57 washes","no donations","72.6 ktons",1,"Yes"
24,9,"28","€35","7 washes","2% donated","37 ktons",0,NA
24,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
24,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
24,10,"25","€35","57 washes","no donations","carbon neutral",1,"Yes"
25,1,"5","€100","7 washes","2% donated","carbon neutral",1,"No"
25,1,"10","€165","57 washes","no donations","37 ktons",0,NA
25,1,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
25,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
25,2,"14","€165","57 washes","2% donated","carbon neutral",1,"Yes"
25,2,"15","€35","32 washes","no donations","37 ktons",0,NA
25,3,"8","€100","57 washes","2% donated","72.6 ktons",0,NA
25,3,"7","€165","32 washes","no donations","carbon neutral",0,NA
25,3,"9","€35","7 washes","4.75% donated","37 ktons",1,"Yes"
25,4,"23","€100","57 washes","2% donated","37 ktons",0,NA
25,4,"22","€165","7 washes","4.75% donated","carbon neutral",1,"Yes"
25,4,"24","€35","32 washes","no donations","72.6 ktons",0,NA
25,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
25,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
25,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"Yes"
25,6,"18","€100","7 washes","no donations","carbon neutral",0,NA
25,6,"20","€165","32 washes","2% donated","37 ktons",1,"No"
25,6,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
25,7,"1","€100","57 washes","no donations","72.6 ktons",0,NA
25,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
25,7,"2","€35","32 washes","2% donated","carbon neutral",1,NA
25,8,"19","€100","57 washes","4.75% donated","72.6 ktons",0,NA
25,8,"16","€35","32 washes","2% donated","72.6 ktons",1,"No"
25,8,"21","€35","7 washes","no donations","carbon neutral",0,NA
25,9,"29","€100","32 washes","4.75% donated","carbon neutral",1,"Yes"
25,9,"6","€35","57 washes","no donations","72.6 ktons",0,NA
25,9,"28","€35","7 washes","2% donated","37 ktons",0,NA
25,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
25,10,"26","€165","32 washes","4.75% donated","72.6 ktons",1,"Yes"
25,10,"25","€35","57 washes","no donations","carbon neutral",0,NA
26,1,"5","€100","7 washes","2% donated","carbon neutral",0,NA
26,1,"10","€165","57 washes","no donations","37 ktons",1,"Yes"
26,1,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
26,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
26,2,"14","€165","57 washes","2% donated","carbon neutral",1,"Yes"
26,2,"15","€35","32 washes","no donations","37 ktons",0,NA
26,3,"8","€100","57 washes","2% donated","72.6 ktons",0,NA
26,3,"7","€165","32 washes","no donations","carbon neutral",1,"Yes"
26,3,"9","€35","7 washes","4.75% donated","37 ktons",0,NA
26,4,"23","€100","57 washes","2% donated","37 ktons",1,"Yes"
26,4,"22","€165","7 washes","4.75% donated","carbon neutral",0,NA
26,4,"24","€35","32 washes","no donations","72.6 ktons",0,NA
26,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
26,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
26,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"Yes"
26,6,"18","€100","7 washes","no donations","carbon neutral",0,NA
26,6,"20","€165","32 washes","2% donated","37 ktons",1,"No"
26,6,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
26,7,"1","€100","57 washes","no donations","72.6 ktons",0,NA
26,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
26,7,"2","€35","32 washes","2% donated","carbon neutral",1,"Yes"
26,8,"19","€100","57 washes","4.75% donated","72.6 ktons",1,"Yes"
26,8,"16","€35","32 washes","2% donated","72.6 ktons",0,NA
26,8,"21","€35","7 washes","no donations","carbon neutral",0,NA
26,9,"29","€100","32 washes","4.75% donated","carbon neutral",1,"Yes"
26,9,"6","€35","57 washes","no donations","72.6 ktons",0,NA
26,9,"28","€35","7 washes","2% donated","37 ktons",0,NA
26,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
26,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
26,10,"25","€35","57 washes","no donations","carbon neutral",1,"Yes"
27,1,"5","€100","7 washes","2% donated","carbon neutral",1,"Yes"
27,1,"10","€165","57 washes","no donations","37 ktons",0,NA
27,1,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
27,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
27,2,"14","€165","57 washes","2% donated","carbon neutral",0,NA
27,2,"15","€35","32 washes","no donations","37 ktons",1,"Yes"
27,3,"8","€100","57 washes","2% donated","72.6 ktons",0,NA
27,3,"7","€165","32 washes","no donations","carbon neutral",0,NA
27,3,"9","€35","7 washes","4.75% donated","37 ktons",1,"Yes"
27,4,"23","€100","57 washes","2% donated","37 ktons",1,"Yes"
27,4,"22","€165","7 washes","4.75% donated","carbon neutral",0,NA
27,4,"24","€35","32 washes","no donations","72.6 ktons",0,NA
27,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
27,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
27,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"Yes"
27,6,"18","€100","7 washes","no donations","carbon neutral",1,"Yes"
27,6,"20","€165","32 washes","2% donated","37 ktons",0,NA
27,6,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
27,7,"1","€100","57 washes","no donations","72.6 ktons",0,NA
27,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
27,7,"2","€35","32 washes","2% donated","carbon neutral",1,"Yes"
27,8,"19","€100","57 washes","4.75% donated","72.6 ktons",0,NA
27,8,"16","€35","32 washes","2% donated","72.6 ktons",0,NA
27,8,"21","€35","7 washes","no donations","carbon neutral",1,"Yes"
27,9,"29","€100","32 washes","4.75% donated","carbon neutral",1,"Yes"
27,9,"6","€35","57 washes","no donations","72.6 ktons",0,NA
27,9,"28","€35","7 washes","2% donated","37 ktons",0,NA
27,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
27,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
27,10,"25","€35","57 washes","no donations","carbon neutral",1,"Yes"
28,1,"5","€100","7 washes","2% donated","carbon neutral",0,NA
28,1,"10","€165","57 washes","no donations","37 ktons",1,"No"
28,1,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
28,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
28,2,"14","€165","57 washes","2% donated","carbon neutral",1,"No"
28,2,"15","€35","32 washes","no donations","37 ktons",0,NA
28,3,"8","€100","57 washes","2% donated","72.6 ktons",0,NA
28,3,"7","€165","32 washes","no donations","carbon neutral",0,NA
28,3,"9","€35","7 washes","4.75% donated","37 ktons",1,"Yes"
28,4,"23","€100","57 washes","2% donated","37 ktons",1,"Yes"
28,4,"22","€165","7 washes","4.75% donated","carbon neutral",0,NA
28,4,"24","€35","32 washes","no donations","72.6 ktons",0,NA
28,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
28,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
28,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"Yes"
28,6,"18","€100","7 washes","no donations","carbon neutral",0,NA
28,6,"20","€165","32 washes","2% donated","37 ktons",1,"No"
28,6,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
28,7,"1","€100","57 washes","no donations","72.6 ktons",0,NA
28,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
28,7,"2","€35","32 washes","2% donated","carbon neutral",1,"Yes"
28,8,"19","€100","57 washes","4.75% donated","72.6 ktons",0,NA
28,8,"16","€35","32 washes","2% donated","72.6 ktons",0,NA
28,8,"21","€35","7 washes","no donations","carbon neutral",1,"No"
28,9,"29","€100","32 washes","4.75% donated","carbon neutral",1,"Yes"
28,9,"6","€35","57 washes","no donations","72.6 ktons",0,NA
28,9,"28","€35","7 washes","2% donated","37 ktons",0,NA
28,10,"27","€100","7 washes","2% donated","37 ktons",1,"No"
28,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
28,10,"25","€35","57 washes","no donations","carbon neutral",0,NA
29,1,"5","€100","7 washes","2% donated","carbon neutral",1,"No"
29,1,"10","€165","57 washes","no donations","37 ktons",0,NA
29,1,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
29,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
29,2,"14","€165","57 washes","2% donated","carbon neutral",1,"No"
29,2,"15","€35","32 washes","no donations","37 ktons",0,NA
29,3,"8","€100","57 washes","2% donated","72.6 ktons",0,NA
29,3,"7","€165","32 washes","no donations","carbon neutral",1,"No"
29,3,"9","€35","7 washes","4.75% donated","37 ktons",0,NA
29,4,"23","€100","57 washes","2% donated","37 ktons",0,NA
29,4,"22","€165","7 washes","4.75% donated","carbon neutral",1,"No"
29,4,"24","€35","32 washes","no donations","72.6 ktons",0,NA
29,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
29,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
29,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"Yes"
29,6,"18","€100","7 washes","no donations","carbon neutral",1,"No"
29,6,"20","€165","32 washes","2% donated","37 ktons",0,NA
29,6,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
29,7,"1","€100","57 washes","no donations","72.6 ktons",0,NA
29,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
29,7,"2","€35","32 washes","2% donated","carbon neutral",1,"Yes"
29,8,"19","€100","57 washes","4.75% donated","72.6 ktons",0,NA
29,8,"16","€35","32 washes","2% donated","72.6 ktons",0,NA
29,8,"21","€35","7 washes","no donations","carbon neutral",1,"No"
29,9,"29","€100","32 washes","4.75% donated","carbon neutral",1,"No"
29,9,"6","€35","57 washes","no donations","72.6 ktons",0,NA
29,9,"28","€35","7 washes","2% donated","37 ktons",0,NA
29,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
29,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
29,10,"25","€35","57 washes","no donations","carbon neutral",1,"Yes"
30,1,"5","€100","7 washes","2% donated","carbon neutral",0,NA
30,1,"10","€165","57 washes","no donations","37 ktons",0,NA
30,1,"13","€35","7 washes","4.75% donated","72.6 ktons",1,"No"
30,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
30,2,"14","€165","57 washes","2% donated","carbon neutral",0,NA
30,2,"15","€35","32 washes","no donations","37 ktons",1,"Yes"
30,3,"8","€100","57 washes","2% donated","72.6 ktons",0,NA
30,3,"7","€165","32 washes","no donations","carbon neutral",1,"No"
30,3,"9","€35","7 washes","4.75% donated","37 ktons",0,NA
30,4,"23","€100","57 washes","2% donated","37 ktons",1,"Yes"
30,4,"22","€165","7 washes","4.75% donated","carbon neutral",0,NA
30,4,"24","€35","32 washes","no donations","72.6 ktons",0,NA
30,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
30,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
30,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"Yes"
30,6,"18","€100","7 washes","no donations","carbon neutral",0,NA
30,6,"20","€165","32 washes","2% donated","37 ktons",0,NA
30,6,"13","€35","7 washes","4.75% donated","72.6 ktons",1,"No"
30,7,"1","€100","57 washes","no donations","72.6 ktons",0,NA
30,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
30,7,"2","€35","32 washes","2% donated","carbon neutral",1,"Yes"
30,8,"19","€100","57 washes","4.75% donated","72.6 ktons",1,"Yes"
30,8,"16","€35","32 washes","2% donated","72.6 ktons",0,NA
30,8,"21","€35","7 washes","no donations","carbon neutral",0,NA
30,9,"29","€100","32 washes","4.75% donated","carbon neutral",1,"Yes"
30,9,"6","€35","57 washes","no donations","72.6 ktons",0,NA
30,9,"28","€35","7 washes","2% donated","37 ktons",0,NA
30,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
30,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
30,10,"25","€35","57 washes","no donations","carbon neutral",1,"Yes"
31,1,"5","€100","7 washes","2% donated","carbon neutral",0,NA
31,1,"10","€165","57 washes","no donations","37 ktons",0,NA
31,1,"13","€35","7 washes","4.75% donated","72.6 ktons",1,"Yes"
31,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
31,2,"14","€165","57 washes","2% donated","carbon neutral",0,NA
31,2,"15","€35","32 washes","no donations","37 ktons",1,"Yes"
31,3,"8","€100","57 washes","2% donated","72.6 ktons",0,NA
31,3,"7","€165","32 washes","no donations","carbon neutral",0,NA
31,3,"9","€35","7 washes","4.75% donated","37 ktons",1,"Yes"
31,4,"23","€100","57 washes","2% donated","37 ktons",0,NA
31,4,"22","€165","7 washes","4.75% donated","carbon neutral",0,NA
31,4,"24","€35","32 washes","no donations","72.6 ktons",1,"Yes"
31,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
31,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
31,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"Yes"
31,6,"18","€100","7 washes","no donations","carbon neutral",0,NA
31,6,"20","€165","32 washes","2% donated","37 ktons",0,NA
31,6,"13","€35","7 washes","4.75% donated","72.6 ktons",1,"Yes"
31,7,"1","€100","57 washes","no donations","72.6 ktons",0,NA
31,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
31,7,"2","€35","32 washes","2% donated","carbon neutral",1,"Yes"
31,8,"19","€100","57 washes","4.75% donated","72.6 ktons",0,NA
31,8,"16","€35","32 washes","2% donated","72.6 ktons",1,"Yes"
31,8,"21","€35","7 washes","no donations","carbon neutral",0,NA
31,9,"29","€100","32 washes","4.75% donated","carbon neutral",0,NA
31,9,"6","€35","57 washes","no donations","72.6 ktons",1,"Yes"
31,9,"28","€35","7 washes","2% donated","37 ktons",0,NA
31,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
31,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
31,10,"25","€35","57 washes","no donations","carbon neutral",1,"Yes"
32,1,"5","€100","7 washes","2% donated","carbon neutral",0,NA
32,1,"10","€165","57 washes","no donations","37 ktons",0,NA
32,1,"13","€35","7 washes","4.75% donated","72.6 ktons",1,"No"
32,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
32,2,"14","€165","57 washes","2% donated","carbon neutral",0,NA
32,2,"15","€35","32 washes","no donations","37 ktons",1,"No"
32,3,"8","€100","57 washes","2% donated","72.6 ktons",0,NA
32,3,"7","€165","32 washes","no donations","carbon neutral",1,"No"
32,3,"9","€35","7 washes","4.75% donated","37 ktons",0,NA
32,4,"23","€100","57 washes","2% donated","37 ktons",0,NA
32,4,"22","€165","7 washes","4.75% donated","carbon neutral",0,NA
32,4,"24","€35","32 washes","no donations","72.6 ktons",1,"No"
32,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
32,5,"30","€165","7 washes","no donations","72.6 ktons",1,"No"
32,5,"11","€35","57 washes","4.75% donated","carbon neutral",0,NA
32,6,"18","€100","7 washes","no donations","carbon neutral",0,NA
32,6,"20","€165","32 washes","2% donated","37 ktons",1,"No"
32,6,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
32,7,"1","€100","57 washes","no donations","72.6 ktons",0,NA
32,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
32,7,"2","€35","32 washes","2% donated","carbon neutral",1,"No"
32,8,"19","€100","57 washes","4.75% donated","72.6 ktons",0,NA
32,8,"16","€35","32 washes","2% donated","72.6 ktons",1,"No"
32,8,"21","€35","7 washes","no donations","carbon neutral",0,NA
32,9,"29","€100","32 washes","4.75% donated","carbon neutral",0,NA
32,9,"6","€35","57 washes","no donations","72.6 ktons",1,"No"
32,9,"28","€35","7 washes","2% donated","37 ktons",0,NA
32,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
32,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
32,10,"25","€35","57 washes","no donations","carbon neutral",1,"No"
33,1,"5","€100","7 washes","2% donated","carbon neutral",0,NA
33,1,"10","€165","57 washes","no donations","37 ktons",1,"No"
33,1,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
33,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
33,2,"14","€165","57 washes","2% donated","carbon neutral",0,NA
33,2,"15","€35","32 washes","no donations","37 ktons",1,"Yes"
33,3,"8","€100","57 washes","2% donated","72.6 ktons",0,NA
33,3,"7","€165","32 washes","no donations","carbon neutral",0,NA
33,3,"9","€35","7 washes","4.75% donated","37 ktons",1,"No"
33,4,"23","€100","57 washes","2% donated","37 ktons",1,"No"
33,4,"22","€165","7 washes","4.75% donated","carbon neutral",0,NA
33,4,"24","€35","32 washes","no donations","72.6 ktons",0,NA
33,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
33,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
33,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"Yes"
33,6,"18","€100","7 washes","no donations","carbon neutral",1,"No"
33,6,"20","€165","32 washes","2% donated","37 ktons",0,NA
33,6,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
33,7,"1","€100","57 washes","no donations","72.6 ktons",0,NA
33,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
33,7,"2","€35","32 washes","2% donated","carbon neutral",1,"Yes"
33,8,"19","€100","57 washes","4.75% donated","72.6 ktons",0,NA
33,8,"16","€35","32 washes","2% donated","72.6 ktons",1,"Yes"
33,8,"21","€35","7 washes","no donations","carbon neutral",0,NA
33,9,"29","€100","32 washes","4.75% donated","carbon neutral",1,"No"
33,9,"6","€35","57 washes","no donations","72.6 ktons",0,NA
33,9,"28","€35","7 washes","2% donated","37 ktons",0,NA
33,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
33,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
33,10,"25","€35","57 washes","no donations","carbon neutral",1,"Yes"
34,1,"5","€100","7 washes","2% donated","carbon neutral",0,NA
34,1,"10","€165","57 washes","no donations","37 ktons",1,"No"
34,1,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
34,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
34,2,"14","€165","57 washes","2% donated","carbon neutral",1,"No"
34,2,"15","€35","32 washes","no donations","37 ktons",0,NA
34,3,"8","€100","57 washes","2% donated","72.6 ktons",0,NA
34,3,"7","€165","32 washes","no donations","carbon neutral",1,"No"
34,3,"9","€35","7 washes","4.75% donated","37 ktons",0,NA
34,4,"23","€100","57 washes","2% donated","37 ktons",1,"Yes"
34,4,"22","€165","7 washes","4.75% donated","carbon neutral",0,NA
34,4,"24","€35","32 washes","no donations","72.6 ktons",0,NA
34,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
34,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
34,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"Yes"
34,6,"18","€100","7 washes","no donations","carbon neutral",0,NA
34,6,"20","€165","32 washes","2% donated","37 ktons",1,"No"
34,6,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
34,7,"1","€100","57 washes","no donations","72.6 ktons",0,NA
34,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
34,7,"2","€35","32 washes","2% donated","carbon neutral",1,"Yes"
34,8,"19","€100","57 washes","4.75% donated","72.6 ktons",0,NA
34,8,"16","€35","32 washes","2% donated","72.6 ktons",1,"No"
34,8,"21","€35","7 washes","no donations","carbon neutral",0,NA
34,9,"29","€100","32 washes","4.75% donated","carbon neutral",1,"Yes"
34,9,"6","€35","57 washes","no donations","72.6 ktons",0,NA
34,9,"28","€35","7 washes","2% donated","37 ktons",0,NA
34,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
34,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
34,10,"25","€35","57 washes","no donations","carbon neutral",1,"Yes"
35,1,"5","€100","7 washes","2% donated","carbon neutral",1,"No"
35,1,"10","€165","57 washes","no donations","37 ktons",0,NA
35,1,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
35,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
35,2,"14","€165","57 washes","2% donated","carbon neutral",0,NA
35,2,"15","€35","32 washes","no donations","37 ktons",1,"Yes"
35,3,"8","€100","57 washes","2% donated","72.6 ktons",1,"No"
35,3,"7","€165","32 washes","no donations","carbon neutral",0,NA
35,3,"9","€35","7 washes","4.75% donated","37 ktons",0,NA
35,4,"23","€100","57 washes","2% donated","37 ktons",1,"Yes"
35,4,"22","€165","7 washes","4.75% donated","carbon neutral",0,NA
35,4,"24","€35","32 washes","no donations","72.6 ktons",0,NA
35,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
35,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
35,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"Yes"
35,6,"18","€100","7 washes","no donations","carbon neutral",0,NA
35,6,"20","€165","32 washes","2% donated","37 ktons",0,NA
35,6,"13","€35","7 washes","4.75% donated","72.6 ktons",1,"No"
35,7,"1","€100","57 washes","no donations","72.6 ktons",0,NA
35,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
35,7,"2","€35","32 washes","2% donated","carbon neutral",1,"Yes"
35,8,"19","€100","57 washes","4.75% donated","72.6 ktons",1,"No"
35,8,"16","€35","32 washes","2% donated","72.6 ktons",0,NA
35,8,"21","€35","7 washes","no donations","carbon neutral",0,NA
35,9,"29","€100","32 washes","4.75% donated","carbon neutral",1,"Yes"
35,9,"6","€35","57 washes","no donations","72.6 ktons",0,NA
35,9,"28","€35","7 washes","2% donated","37 ktons",0,NA
35,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
35,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
35,10,"25","€35","57 washes","no donations","carbon neutral",1,"Yes"
36,1,"5","€100","7 washes","2% donated","carbon neutral",0,NA
36,1,"10","€165","57 washes","no donations","37 ktons",1,"No"
36,1,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
36,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
36,2,"14","€165","57 washes","2% donated","carbon neutral",0,NA
36,2,"15","€35","32 washes","no donations","37 ktons",1,"Yes"
36,3,"8","€100","57 washes","2% donated","72.6 ktons",1,"Yes"
36,3,"7","€165","32 washes","no donations","carbon neutral",0,NA
36,3,"9","€35","7 washes","4.75% donated","37 ktons",0,NA
36,4,"23","€100","57 washes","2% donated","37 ktons",1,"Yes"
36,4,"22","€165","7 washes","4.75% donated","carbon neutral",0,NA
36,4,"24","€35","32 washes","no donations","72.6 ktons",0,NA
36,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
36,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
36,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"Yes"
36,6,"18","€100","7 washes","no donations","carbon neutral",0,NA
36,6,"20","€165","32 washes","2% donated","37 ktons",1,"No"
36,6,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
36,7,"1","€100","57 washes","no donations","72.6 ktons",0,NA
36,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
36,7,"2","€35","32 washes","2% donated","carbon neutral",1,"Yes"
36,8,"19","€100","57 washes","4.75% donated","72.6 ktons",0,NA
36,8,"16","€35","32 washes","2% donated","72.6 ktons",1,"Yes"
36,8,"21","€35","7 washes","no donations","carbon neutral",0,NA
36,9,"29","€100","32 washes","4.75% donated","carbon neutral",0,NA
36,9,"6","€35","57 washes","no donations","72.6 ktons",1,"Yes"
36,9,"28","€35","7 washes","2% donated","37 ktons",0,NA
36,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
36,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
36,10,"25","€35","57 washes","no donations","carbon neutral",1,"Yes"
37,1,"5","€100","7 washes","2% donated","carbon neutral",0,NA
37,1,"10","€165","57 washes","no donations","37 ktons",1,"No"
37,1,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
37,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
37,2,"14","€165","57 washes","2% donated","carbon neutral",0,NA
37,2,"15","€35","32 washes","no donations","37 ktons",1,"Yes"
37,3,"8","€100","57 washes","2% donated","72.6 ktons",1,"No"
37,3,"7","€165","32 washes","no donations","carbon neutral",0,NA
37,3,"9","€35","7 washes","4.75% donated","37 ktons",0,NA
37,4,"23","€100","57 washes","2% donated","37 ktons",1,"Yes"
37,4,"22","€165","7 washes","4.75% donated","carbon neutral",0,NA
37,4,"24","€35","32 washes","no donations","72.6 ktons",0,NA
37,5,"4","€100","32 washes","4.75% donated","37 ktons",0,NA
37,5,"30","€165","7 washes","no donations","72.6 ktons",0,NA
37,5,"11","€35","57 washes","4.75% donated","carbon neutral",1,"Yes"
37,6,"18","€100","7 washes","no donations","carbon neutral",1,"No"
37,6,"20","€165","32 washes","2% donated","37 ktons",0,NA
37,6,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
37,7,"1","€100","57 washes","no donations","72.6 ktons",0,NA
37,7,"3","€165","7 washes","4.75% donated","72.6 ktons",0,NA
37,7,"2","€35","32 washes","2% donated","carbon neutral",1,"Yes"
37,8,"19","€100","57 washes","4.75% donated","72.6 ktons",0,NA
37,8,"16","€35","32 washes","2% donated","72.6 ktons",1,"Yes"
37,8,"21","€35","7 washes","no donations","carbon neutral",0,NA
37,9,"29","€100","32 washes","4.75% donated","carbon neutral",0,NA
37,9,"6","€35","57 washes","no donations","72.6 ktons",1,"Yes"
37,9,"28","€35","7 washes","2% donated","37 ktons",0,NA
37,10,"27","€100","7 washes","2% donated","37 ktons",0,NA
37,10,"26","€165","32 washes","4.75% donated","72.6 ktons",0,NA
37,10,"25","€35","57 washes","no donations","carbon neutral",1,"Yes"
38,1,"5","€100","7 washes","2% donated","carbon neutral",0,NA
38,1,"10","€165","57 washes","no donations","37 ktons",1,"No"
38,1,"13","€35","7 washes","4.75% donated","72.6 ktons",0,NA
38,2,"12","€100","7 washes","no donations","72.6 ktons",0,NA
38,2,"14","€165","57 washes","2% donated","carbon neutral",0,NA
